Index_Id,Review_Date,Author_Name,Vehicle_Title,Review_Title,Review,Rating
419, on 01/14/09 15:13 PM (PST),HTX ,2009 Audi R8 Coupe quattro 2dr Coupe AWD (4.2L 8cyl 6M),MY R8," 2009 Audi R8 silver/black interiors with carbon sideblades. After a year of wait I received my fully loaded R8 almost for Christmas. I chose manual transmission as it is a real sports car. The car works flawlessly, it is beautiful and attracts a lot of attention, the driving experience is unparalleled. I use it as my daily driver, I plan to put 10,000 miles per year to it; you get used to the task of driving it in the city traffic and the constant looks and comments from almost everyone. The engine roars with menace after 4,000 rpm, the sound is breathtaking. Today, I would not choose any other car over this one, maybe in 3 years when the roadster is available.",4.875
420, on 01/11/09 18:31 PM (PST),Tom M. ,2009 Audi R8 Coupe quattro 2dr Coupe AWD (4.2L 8cyl 6AM),The Best Of The Best, Audi has really outdone themselves.! My wife and I are Audi lovers having first experienced the Q7. I must say it has more dependability than my BMW 645i. This car for it's first stab at luxury and performance has done admirably well.  It's a joy to drive at all speeds.I drove both transmissions and chose the R-Tronic. It is touchy at slow speeds but you have a shifter plus paddles plus a sport position. All make it versatile and worth a one year wait.  I find it's virtually impossible to pull into a gas station for a quick fillup without engaging in a long discussion of it's merits. Gotta love it !!!,4.875
421, on 11/25/08 14:48 PM (PST),Brian S ,2009 Audi R8 Coupe quattro 2dr Coupe AWD (4.2L 8cyl 6AM),Just a terrific car!," After all the waiting I finally have my 09 R8. It exceeds all my expectations. It sounds right, handles fabulous and turns heads everywhere it goes. My only initial misgiving was the R-Tronic which had be given mixed reviews. Having driven boththe 6 speed and now my R-Tronic I can say that it comes down to personal preference. I actually enjoy processing the R-Tronic and find it very capable of satisfying me. No regrets here from this owner. Love the roomy interior, fantastic seats, and look and finish of the carbon fibre trim inside and out ( Blades too! ) Have friends with Italian exotics and would not trade this for any of them. This car is really special and my favorite of all!",4.75
422, on 10/27/16 08:21 AM (PDT),DL ,2014 Audi R8 Convertible V8 quattro Spyder 2dr Convertible AWD (4.2L 8cyl 6M),One month review," Traded in older 911 4S for this. The R8 is a lovely car - the manual is buttery smooth and handling is good. Interior quality and design is excellent.  The V8 is strong but not supercar fast. Downsides are limited storage (as expected), older MMI, no Bluetooth music, USB to phone dongle is poorly designed (it's too short and requires an extension cord for your phone).",4
423, on 01/27/14 20:44 PM (PST),reality5 ,2014 Audi R8 Coupe V8 quattro 2dr Coupe AWD (4.2L 8cyl 7AM),Finally the S Tronic," This is the 4th R8 I have owned & it is by far the best . Dumped my 012 V10 R-Tronicblack optic edition for a 2014 V8 w/ S -Tronic . I love this car , smooth , powerful & sounds great . Comfortable for longer drives it is like they say.. an every day sports car .Gets a lot of attention when I park it , people love the car . ",4.75
424, on 11/23/15 11:28 AM (PST),Walter Conn ,2011 Audi R8 Coupe 5.2 quattro 2dr Coupe AWD (5.2L 10cyl 6AM),Love my R8," I bought it used, and feel I definitely got a good bang for the buck. It's a gorgeous car that turns heads, even though I couldn't care less about that. It's of course a super car, and the performance, handling and braking are fantastic. What's different is that in the regular settings, this car is far more driveable than many high performance cars. It's very comfortable, and could easily be a daily driver, whereas many of the others in this category beat your kidneys and back up. I love the car and plan on keeping it for many years. I've had almost zero mechanical issues in two years, and just really enjoy it.",5
425, on 07/14/11 05:01 AM (PDT),mpyles1 ,2011 Audi R8 Coupe 5.2 quattro 2dr Coupe AWD (5.2L 10cyl 6M),So close to perfect . . .," I took delivery of my first R8 in Jan 2008 and of my second (V10) in July 2010.Both are amazing machines, giving an average driver such as me a sense of control over the car and safety in aggressive driving that I have never experienced in other cars.If you want to beat every car you'll ever meet at a stoplight off the line, this is the not the car for you.Several Porsches, a few V12 Italians, and even one Cadillac and one Corvette can do it, even with the V10.But none do it with this combination of speed, control, safety, looks and noise -- undoubtably the best-executed set of inevitable design tradeoffs automotive engineers have ever pulled off.",4.75
426, on 02/23/11 09:08 AM (PST),vinestain ,2011 Audi R8 Coupe 4.2 quattro 2dr Coupe AWD (4.2L 8cyl 6M),R8 4.2 ," I shopped the R8 v the Porsche GT3 and while hardcore fans will think i made the wrong choice, the GT3 was jst too extreme to be enjoyed otherwise than the track.The R8 is so enjoyable as a daily drive that trns heads.Let's be honest, nobody gives a darn abot a porsche.One drawback to the porsches classical styling and the sbtle changes over the last 50 years is that nobody cares.The R8?Snaps necks everywhere yo go.This car is so mch more beatifl in person and it backs that up with amazing performance.I considered the V10 bt becase of the car press' comments that the 4.2 is nderpowered...it is not.Perfectly balanced car",4.75
427, on 02/16/18 08:28 AM (PST),don jacobs ,2018 Audi S7 Sedan Prestige quattro 4dr Sedan AWD (4.0L 8cyl Turbo 7AM),Fun S7, Great all around car....sporty but very flexible....can haul...people or lots of stuff . I have a 2016 A7 and just wanted to try the S7. My biggest complaint is on all cars now ....the auto turn off when you are stopped...You can cancel this feature but the car defaults to it every time you shut the car off.,5
428, on 03/24/17 15:04 PM (PDT),AudiDriver ,2017 Audi S7 Sedan Prestige quattro 4dr Sedan AWD (4.0L 8cyl Turbo 7AM),New S7," Had A7 for 2 years, excellent car! Bought a 2017 S7 loaded. WOW! Amazing vehicle...   Worth every penny.",5
429, on 08/27/16 21:47 PM (PDT),joe DeNicholas ,2017 Audi S7 Sedan Premium Plus quattro 4dr Sedan AWD (4.0L 8cyl Turbo 7AM),Stealth Performer, This is a beautiful looking and performing 4 door sedan. Acceleration is effortless especially with the twin clutch transmission.  The S  version is the way to go with every Audi model. S7 sport package option is a must to maximize performance and black optics package provides a more aggressive look.,5
430, on 08/11/13 21:32 PM (PDT),larryinbh ,2013 Audi S7 Sedan Prestige quattro 4dr Sedan AWD (4.0L 8cyl Turbo 7AM),S7 Heaven," I have had my S7 for two weeks now and it is an amazing vehicle.I just got rid of my Porsche 911 as I decided I needed a little more refinement with my driving experience.The S7 is explosively powerful, quiet, nimble and incredibly fun to drive.The blend of driving performance, technology and comfort is astonishing and I could not be happier in this car.I get more stares and more comments on my S7 than I ever did on my 911 and that is something a car nut like myself also appreciates ... people say ""I love your car"" and I say ""So do I, thanks!""",4.875
431, on 06/30/13 11:23 AM (PDT),rxs7 ,2013 Audi S7 Sedan Prestige quattro 4dr Sedan AWD (4.0L 8cyl Turbo 7AM),Luxury Sport Sedan," As a driving/car enthusiast the S7 is the best of both worlds. Refined and luxurious interior, powerful turbine like engine. Automated manual tranmission can be driven as smoothly as an automatic, or as aggressively as any high performance manual trans would allow.Test drove Porche Panamera 4S. Same performance with better fuel economy and less costly maintenance and sticker price. Power and speed are deceiving due to flat torque curve almost throughout entire rpm range. Launch control is houligan's delight. Got back into my wife's MDX and thought the parking brake was on when accelerating. Smooth powerful brakes. Car drives like a smaller and lighter vehicle than what it is.  June 2016  Alas this sexy Lookong vehicle's lease has expired.  3 years later not one defect.  20 inch rims are delicate and not strong enough for NJ winters.  Routine maintenace costs are 2-3 Times more expensive than similar Asian vehicles.  Car is very roomy with hatch adding utility.  Engine is detuned so as not to compete with S8 it RS7 even though mechanically similar. Some engineering oversights such as rear seats cannot be locked , radio goes on Automatically every time you start the car, hatch cannot be closed with remote, Windows and sunroof cannot be opened with key fob on hot days.",5
432, on 12/20/15 20:32 PM (PST),Mike McQ ,2016 Audi S7 Sedan quattro 4dr Sedan AWD (4.0L 8cyl Turbo 7AM),The S7 is a Sexy High Performance Machine," I love this car! Smooth, smooth and smooth. Fast, smart tech, quiet, and great gas mileage for a 4.0 twin turbo.  0-60 in 3.9. The European delivery was excellent! A couple of small things I would recommend to Audi: 1. Clockwise should be zoom in on the nav, not zoom out.  It's counterintuitive. 2. After I hit the start/stop button to turn off the engine, the home link won't activate the garage door. 3. No S7 rubber door mats, just with A7 logo.  Getting in/out of the rear seats is fine, for some reason other reviews think this is cramped and it really isn't.  I've had it for two years and still love it.",5
433, on 09/07/15 21:28 PM (PDT),G.G. ,2016 Audi S7 Sedan quattro 4dr Sedan AWD (4.0L 8cyl Turbo 7AM),Daily Commuter with Benefits," Absolutely love this car. Has been performing well as a daily commuter, but has the power and performance when I have a chance to push it.",5
434, on 07/11/18 13:13 PM (PDT),Mary V ,2014 Audi S7 Sedan quattro 4dr Sedan AWD (4.0L 8cyl Turbo 7AM),YEEEESSSSSS-7!," Absolutely love the fit & finish of this car!  The silver leather quilted interior is excellent, and I get a lot of compliments on it. But the best thing is the acceleration and handling. It has all that, and more!  Fabulously smooth turbos will put you back into your seat. The only downside is the cost of maintenance-$1900 for the 35k service? Really?!?  For essentially a tune up and filter replacement?  That, and the fact that after three years, and only 15,000 additional miles, the car I paid $65k for from the dealer's wife is only worth half of that.  I truly expected it to hold its value better.   But I do love the car.",5
435, on 11/10/15 16:35 PM (PST),Stephen ,2014 Audi S7 Sedan quattro 4dr Sedan AWD (4.0L 8cyl Turbo 7AM),"40,000 mile review"," This is my 4 th Audi since 2007. The S7 is fantastic. It's cramped in the back. And it's not as comfortable or as quiet as my A8. It gets around 18 mpg. But beyond that, it's fantastic. It has all of the great techno-baubles Audi has been delivering for several years now. Fortunately, mine does not have the bioptic adaptive cruise feature. I spent a day driving a new A8 loaner with it and didn't like it. The S7 also does not have the Eco engine cutoff feature that the other A7 models have. I find that feature distracting. The S7 is very quick and while not as capable on snow as my old 8 it seems sure footed on wet streets. It did occasionally hydroplane on deeper water because of its wide tires but I changed the tires to a more wet friendly tread and haven't noticed that problem. The 7 has been a great car with only one problem so far. The air suspension was making a noise when the car was cold. But that was last year. We'll see if it picks up again this winter. It's a very impressive, well optioned car at the price point.  I keep trying to justify buying another M or an AMG and I'm always astounded at how much more expensive they are than Audis. I have since bought another Audi Q7. A testament to their overall value and dependability.",5
436, on 12/28/13 10:10 AM (PST),s7george ,2014 Audi S7 Sedan quattro 4dr Sedan AWD (4.0L 8cyl Turbo 7AM),S7 Engine Malfunction Fault, Engine Malfunction Light came on after 60km. 4 months later and 8350km and 3 more times of the fault light coming on Audi can only say that it is a set ofcircumstances in the fuel system that causes low pressure and the engine malfunction light to come on. Audi has changed the pressure switch and the fuel pump numerous times now but with NO success.Has anyone else had this problem?Very discouraged with reliability and Audi not being able to isolate problem and fix it. ,3.875
437, on 01/11/18 14:34 PM (PST),Gordon ,2018 Audi S6 Sedan Premium Plus quattro 4dr Sedan AWD (4.0L 8cyl Turbo 7AM),A car with self-confidence," Imagine spending 70k for a car and being glad you did.   For the money, I think you would be hard pressed to beat the quality, functionality, and performance of this vehicle.   The exterior is modest but handsome and understates what lies within.  Most non-car people don't have any idea what this car is about.  For me, that is appealing.   I read all the reviews and most were spot on.  The only downside is having to constantly watch your speed (although there is an alarm for that), as the car demands to be driven fast.    Running errands is no longer a chore.  If you are considering this vehicle and need something luxurious, practical,  and a thrill to drive, buy it as the possibility of buyer's remorse is non-existent.  This car won't let you down.",5
438, on 05/16/18 14:08 PM (PDT),Ed ,2017 Audi S6 Sedan Prestige quattro 4dr Sedan AWD (4.0L 8cyl Turbo 7AM),"Quick, sporty, and comfortable."," Style is subdued, turbo V-8 is nice, smooth comfortable ride when taking it easy, and fun driving when you gun it in Sport mode.",4
439, on 03/28/17 03:14 AM (PDT),Auto Fan(atic)! ,2017 Audi S6 Sedan Prestige quattro 4dr Sedan AWD (4.0L 8cyl Turbo 7AM),All I can say is WOOOOOW!," My first Audi, and definitely not my last!  Similar to anyone else looking at this beast of a car, I checked at BMW and MB.  Although all 3 were great in their own right, I REALLY liked how Audi brought the fun to drive aspect of the BMW together with the luxury of the Benz.  It's not as flashy as either one of its competitors, but that's something I like.  It's understated elegance is perfect for me and anyone else who wants to drive an amazing car that doesn't say ""I'm trying to keep up with the Joneses"".  Car enthusiast know what you're driving but the average person just thinks you got a clean, elegant looking and nice sounding sedan.  Some of my favorite features are the massaging seats (many variations of messaging available), 14 speaker - 630 watt Bose sound system, infotainment system (once you figure it out), options on ambient lighting, Google maps (the best!), Apple Car Play, USB connections (finally), clean exterior lines, gorgeous interior styling, acceleration (off the charts), and finally driving and handling ability!  If I had to give a gripe (and I have a couple), the gas mileage can be really bad if you're not careful and the noise level on highway speeds is higher than I would have liked (It's about the same as the others in it's segment, I'm just used to an SUV and it seemed quite because your higher off the road....I guess).  Keep up the good work Audi, you knocked this one out of the park!",5
440, on 12/04/16 10:47 AM (PST),John ,2017 Audi S6 Sedan Premium Plus quattro 4dr Sedan AWD (4.0L 8cyl Turbo 7AM),Grown up car," It is true this car doesn't handle as well as other in it's class and price range. With that said, 99% of most drivers (me included) don't drive on the track and don't reach the limits of this car or any other in it's class. And then you enjoy the comforts of a grown up car, while having ample power and fun. For me, I couldn't think of another car to own.",4
441, on 08/08/16 06:34 AM (PDT),huntm2000 ,2017 Audi S6 Sedan Prestige quattro 4dr Sedan AWD (4.0L 8cyl Turbo 7AM),2017 S6 - super fun to drive!," 2017 S6 Prestige Mythos black,  Cold weather, handling package, driver assistance, black optic pkg.    I shopped around at BMW (550xi), Maserati (Ghibli), Mercedes (E400), and Jaguar before making my decision on the 2017 Audi S6.   In comparison no other car felt as athletic, well grounded, and luxurious all in the same package as the S6.  The S6 is awesome, by far the most enjoyable Audi i have ever drove or owned.  I am looking for reasons to take it out (grocery store, pick up fast food, run errands, etc).  The engine gives you massive hp and torque at low rpms, and the exhaust note is intoxicating, but is not overstated.  The S6 has plenty of room for both front and rear passengers, and has lots of tech upgrades such as bose audio system, apple car play, google based navigation, and tons of safety features.  With configurable settings for ride height, transmission, and suspension the car can go from stiff and sporty, to comfort and luxurious for longer drives.  I love this car!",5
442, on 05/04/18 20:34 PM (PDT),Justin T ,2013 Audi S6 Sedan Prestige quattro 4dr Sedan AWD (4.0L 8cyl Turbo 7AM),"Great car, horrendous repairs and maintenance"," I purchased this car with approximately 40,000 miles on it and by 60,000 it needed over $4,000 dollars in repairs. At 50,000 miles the ""check coolant"" message appeared every day until a visit to the dealer revealed that a new water pump was needed at around $2,000 with labor. Not 5,000 miles later the engine developed a high pitch squeal at idle. The remedy for that was a costly repair to the high pressure oil system.  Throughout the ownership of the car a clunking noise could be heard from the passenger footwell over every bump. This was never actually solved but was believed to be the front drive shaft and was replaced. Granted the dealership sympathized with me over the problems I was having and had Audi cover the cost. The adaptive cruise control went out of calibration several times and disabled the cruise until a $400 calibration was completed. Besides from the mechanical issues several interior rattles showed up in quick succession. Maintenance costs were as expected for oil changes but in order to perform the 75,000 mile service the entire front end would have had to be disassembled adding up to a $2,000 plus charge. All that aside the car itself was fantastic. The engine sounded rich and the acceleration was insane. The interior looked premium and the quilted seats were gorgeous. The exterior of the car had just the right blend of sport and luxury. All in all the dealer was exceptional and I would recommend the car if you don't mind the high maintenance and repair costs.",3
443, on 11/24/12 06:55 AM (PST),dsmail ,2013 Audi S6 Sedan Prestige quattro 4dr Sedan AWD (4.0L 8cyl Turbo 7AM),2013 Audi S6 is a bargain," I traded my 2011 Audi S4 Prestige with drive Select on a 2013 S6 with the invovation package. Although the S6 was 30% more expensive than the S4, I consider it a bargain. It rides better, handles better, is faster, and is techincally much more advanced than the S4. It also gets just as good gas mileage. I have been driving Audi Quattros since 1987 and This is my eleventh one, so I do have considerable experience with the brand and know what I am saying when I say the 2013 Audi S6 is one awesome car. ",5
444, on 09/17/10 00:00 AM (PDT),zschicago ,2010 Audi S6 Sedan Prestige quattro 4dr Sedan AWD (5.2L 10cyl 6A),Awesome machine," Traded a 09 C4S for this. We wanted something we could drive everyday in Chicago and still be fun. The V10 is just awesome. Love the sound. Put the car in S mode and hold on. Drove the Panamera before purchased, I just can't get past the ugly exterior. ",4.5
445, on 11/14/09 11:58 AM (PST),Marc Anderson ,2007 Audi S6 Sedan quattro 4dr Sedan AWD (5.2L 10cyl 6A),My S6 review," This car has been fantastic over the past 2 years!  The only faults are that it is  heavy car, and isn't as nimble as my 3 series BMW. However, the front seats are amazingly comfortable, the interior is top notch, and the power and torque are monstrous but precise...fantastic engine growl and acceleration.  No denying that a V10 is truly addictive. Gas mileage in non-sport mode is quite good...around low 20's mpg.  The only issues I had have been electrical...automatic headlights didn't function correctly after a few months and had to be completely replaced (under warranty).  Also, I have gone through several sets of tires prematurely...you have to keep an eye out for uneven wear due to weight.",4.875
446, on 07/13/08 16:23 PM (PDT),matt ,2007 Audi S6 Sedan quattro 4dr Sedan AWD (5.2L 10cyl 6A),Dissapointed, Car drove and performed well. Service and reliability were a nightmare. At one point I was told they needed to remove my engine to replace a sensor. Many occasions where my car was never even looked at or serviced after having been left all day.  Bottom line had to get rid of the car because of sevice and reliability will never buy an Audi again,3.75
447, on 08/02/07 20:38 PM (PDT),CLP ,2007 Audi S6 Sedan quattro 4dr Sedan AWD (5.2L 10cyl 6A),S6 is the bomb!," Simply an awesome vehicle.  The V10 engine is unlike any other and the overall balance of the vehicle at high and low speeds is perfect. Interior features such as bluetooth, iPod integration, speech recognition are easy to learn and enjoyable. Interior comfort is superb and four people fit comfortably.  A car that makes you want to drive more.",4.875
448, on 07/04/07 12:23 PM (PDT),JRM ,2007 Audi S6 Sedan quattro 4dr Sedan AWD (5.2L 10cyl 6A),Love my S6," Compared to Jag, BMW M5, MB E63, Audi seemed to have the best value for performance and interior quality. Ride a little firmer than my CTS-V, but it's not punishing. MPG average on the city/highway was 19, not bad for such a large car. Trunk is huge, seats are wonderful. The nav, radio, satellite, bluetooth phone controls are easy to learn. It is as fast as my CTS-V was, but much more sophisticated. Don't see any S6s on the road, which is nice. Haven't found any negatives yet. Good choice if you're looking for a quick, comfortable, roomy four door sedan. And it was a lot less $ than the benz and bimmer.",4.75
449, on 04/17/07 20:27 PM (PDT),Marcello ,2007 Audi S6 Sedan quattro 4dr Sedan AWD (5.2L 10cyl 6A),FANTASTICO!!," I just puchased this amazing car and let me tell you, it's everything that I ever thought it would be, only much much more. The design is perfect starting from the body right down to the beautiful interior with soft Italian napa leather seats and a console that lights up like a 747 jet cockpit at night. Being from Italy though, I will tell you that the most impressive thing about this amazing machine is the roar and power of its V-10 Lamborghini Gallardo engine,and the handling that this car has in the curves. This is proably the best money that I have ever spent. I still can't beleive that my wife let me buy it! (She loves it too.) And so will you !!",4.875
450, on 04/09/07 14:24 PM (PDT),Tuck ,2007 Audi S6 Sedan quattro 4dr Sedan AWD (5.2L 10cyl 6A),S6 Rules," I smile as the starter whirrs and the engine lights up!  This is a REAL sports sedan. Drives totally different from my 2006 A6: engine, suspension, steering, brakes, handling.  Worth each dollar!",5
451, on 01/28/07 05:06 AM (PST),BlueSky ,2007 Audi S6 Sedan quattro 4dr Sedan AWD (5.2L 10cyl 6A),Best Top Secret in the Market," Audi A6 S6 will exceed your expectation.  This is a car for the ""connoisseur"".  The only way to appreciate the A6 S6 is take a test drive.  Once you sit behind the wheel, you will see what I am talking about.  This is a luxury car inside out and the V10 will let you know that you have a rocket in your hands.  Attach your seat belts and enjoy the ride....  ",4.875
452, on 12/11/06 00:05 AM (PST),Brian K ,2007 Audi S6 Sedan quattro 4dr Sedan AWD (5.2L 10cyl 6A),Most impressive vehicle I have driven," Purchased the S6 in Nov and soon found out I had much more car on my hands than I had expected.  Finesse doesn't describe this car's ability to accelerate, brake, manuever or perform.  Handles everything with ease. The best part is that aside from the 19"" wheels and the dimuitive V10 and S6 badges, this vehicle looks like a nice A6.  Pass someone and their eyes and ears are opened by the rumbling of the 5.2 liter powerplant.  This is a rocketship!",4.875
453, on 08/08/18 16:05 PM (PDT),ML ,2016 Audi S6 Sedan Premium Plus quattro 4dr Sedan AWD (4.0L 8cyl Turbo 7AM),Sport vs comfort," Overall very good car with excellent drive train, decent fuel economy, good handling for big car, and thus far above average reliability. Very good MMI information system.  Downside, sport seats are hard, so consider buying with comfort seat.  20 inch wheels looks great but ride and noise level are affected so go with 19 inch wheels.",4
454, on 01/09/18 12:29 PM (PST),CJW ,2016 Audi S6 Sedan Prestige quattro 4dr Sedan AWD (4.0L 8cyl Turbo 7AM),"Great car to drive, fiddly electronics"," I have leased the 2016 S6 and just passed the 15K mile threshold.  The car performs largely as advertised.  Accelleration is steady and very powerful, continues to build way past any speed at which I am comfortable to drive (and way past any highway speed limits). The dual clutch transmission is also smooth and fast, though driving with one takes a little getting used to, particularly when changing from reverse to drive or at low speeds. The sedan is also quite nimble for its size, and with the active suspension it has very little body roll. In particular, it is a pleasure to accelerate through and out of turns, let the torque vector push the car around the bends.  The interior is very quiet and comfortable, and the comfort seat package IMHO is great (I think ventilated seats are a must in a warm climate). My only gripe is that the touchpad system is terrible. Audi uses it for radio presets, and it will often mistake a touch for an attempt at setting a new preset, causing you to have to go back and re-input your intended stations. I just don't use it at all for anything but navigation entry (the handwriting recognition is good). The audio quality is solid (I didn't choose the top-level system, just the upgraded sound).  Fuel economy is about what you'd expect for a car of this type, and I average about 22mpg in mixed driving. Overall, if you want a beautiful, understated but very fast, very luxurious sedan, this is a great choice, and I'd get it again.",5
455, on 07/27/17 21:47 PM (PDT),Dennis ,2016 Audi S6 Sedan Prestige quattro 4dr Sedan AWD (4.0L 8cyl Turbo 7AM),Power, Awesome car.,5
456, on 11/17/16 18:43 PM (PST),P Rogers ,2016 Audi S6 Sedan Prestige quattro 4dr Sedan AWD (4.0L 8cyl Turbo 7AM),Absolutely Fantastic," This car is worth every dollar... and you will pay for the privilege.  Extremely comfortable, fast, quiet inside, great exhaust note on the outside.  Fully adjustable steering, transmission, engine response, exhaust volume, wonderful stereo.  This thing is built like a tank, but dances like a ballerina.  The unaware would be very unwise to challenge you at the stoplight.  Update - Even more impressed on long road trips and handling in the snow, including almost 30mpg at 70mph.  Continues to be supremely fast, comfortable and capable.",5
457, on 08/19/16 12:55 PM (PDT),Wingfoot ,2016 Audi S6 Sedan Prestige quattro 4dr Sedan AWD (4.0L 8cyl Turbo 7AM),2016 Audi s6," I custom ordered the car.it took 63 days,it's my first Audi and I am loving it.traded in my 2012 Acura TL 6 speed manual,all wheel drive,tech package.very happy with the dealership,Coral Springs Audi.tried to order the car from braman but they wouldn't do it and they wouldn't give me the price I wanted.the Audi s6 has the bang and Olufsen music system,sport package,black optic package,black wood and aluminum trim,rear side airbags,black cloth headliner,all weather rubber floor mats front and rear,trunk cargo liner,wheel locks,cargo box,prestige trim.florret silver,black interior.,cargo net.i have had the car 6 months and I can't believe how great this car drives.the power on demand the luxury how this car rides if you have the means buy this car it is so much fun to drive.its now been one year that I bought this car.its the best car I have ever owned.only 2 negatives I have about the car.one is I am only able to rip77 cd to the hard drive.the car only has 10 giga bytes for cd.the other negative is the indivual tire psi is not displayed.thats it for the negative.i love this car if you are able buy one before they do away with the v8 engine.its the best sleeper muscle car.no problems at all with the car.i had my 5000 mile service and 3000 miles later I had to add three quarters of a quart of oil.thats it the car has been a dream to own and drive.edmunds ask me to update my review.well I have 14500 miles on the car and I am still in love with this car.i have to add half a quart of oil every 2200 miles approximately.i drove this car from West Palm Beach to Alpharetta ga. And back beautiful drive 80 miles an hour.a great cruiseing car.nine hour drive.so far I am still very happy with this car.so much fun to drive.the power and the whole package of this car.it blows me away.on the Georgia trip I average 25 miles to the gallon.not bad going 80 miles an hour.edmunds wants me to update my review.its been 2 years of ownership and I am still in love with this car.what can I say that hasn’t been already said.the car just blows me away every time I drive it.if you have the means buy this car you will love the power,luxury ,the quality of the materials.how it handles.i always have a smile on my face when driving this beautiful car.it is just superb to drive.",5
458, on 03/18/16 07:36 AM (PDT),Fiore ,2016 Audi S6 Sedan Premium Plus quattro 4dr Sedan AWD (4.0L 8cyl Turbo 7AM),Traded in a 2015 Carrera 4 GTS for 2016 S6," After one day I am greatly enjoying the car.  Understated and powerful, luxurious and sporty, it's a perfect fit for my lifestyle.",5
459, on 02/16/16 11:12 AM (PST),Eamonn ,2016 Audi S6 Sedan Premium Plus quattro 4dr Sedan AWD (4.0L 8cyl Turbo 7AM),S6 purchased 1/14/16," It was tough getting my hands on one of theses guys. I didn't even see one to test drive before i picked mine up. When i finally did I had absolutely none of the buyers remorse that often come with forking over 80+K for a car. From the way the car starts and revs when you press the classy res start button, to the diamond leather stitching inside the car is a true gem. The controls , especially for media and music have a learning cuvre, but the touchpad and nav are truly top class. I opted for the black optic package and 20 inch wheels which give the car a bit of an edge not seen on the basic model,  and I recommend payimg for the extended 10 yr warrant as I can only image what this puppy will cost later on t o fix, but this being my 3rd audi, I know I wont have much to worry about until year 10 and beyond. The car is a dream to drive, and I love flexing its muscle to the unsuspecting speed racer nob heads you often encounter on the road. Car came with summer tires so i immediately got the snow tire package and am actually begging for snow. The car has tremendous grip on snow , as most audi's with quattro do. Basically I love my new car, and inncidentlly it looks better then the slightly more expensive s7 in my opinion.",5
460, on 01/27/16 09:47 AM (PST),Steven L. Weinstein ,2016 Audi S6 Sedan Premium Plus quattro 4dr Sedan AWD (4.0L 8cyl Turbo 7AM),My new 4 door sports car," I've happily owned my S6 now for 19 months. Still see very few on the road. I'm often asked if this is a REAL S6..I'm happy to say yes..I've just gone over 14,000 miles with ZERO problems or complaints. The seats are amazing.... In fact the whole car is amazing.... The B & O sound system is the only way to go.. I plan on keeping this sleeping beast for quite a while..",5
461, on 02/24/11 15:06 PM (PST),evo_z ,2003 Audi S6 Wagon Avant quattro AWD 4dr Wagon (4.2L 8cyl 5A),Ultimate Daily Driver," I got this car because i am tired of SUV's slowness and bad handling. but i do need the utility part. 340hp make ur right foot feels good all the time, and the car's look will never get u the bad attention from cops.very well build, every little details that shows great craftmanship. enjoy drive it everyday, every where. and the good part is it does not bother me with TPMS, non-seat belt warning those extra annoying features. Well, Bad thing about this car is expensive to fix, timing belt cost more than $2500. Also all the audi/vw's cockpit control button's letter ez to wear off, make the car looks older. try to upgrade but audi do not offer V8 wagon no more, and Q7 just not as sharp!",4.5
462, on 11/16/09 14:36 PM (PST),AudiNut ,2003 Audi S6 Wagon Avant quattro AWD 4dr Wagon (4.2L 8cyl 5A),Elegant Mule," I'm an Audi Collector. Which is why I bought this car. They are relatively rare for the US market. It's a powerful beast and holds the road. It snugs right into the fold of the B5 S4 & D2 S8. Although I have to say~ although similarly outfitted, the S8 holds its weight better than the S6, thus, it is faster around almost any track under various conditions. The offset to this is cargo space. The S6 has its place and I love it.",4
463, on 04/11/09 09:57 AM (PDT),rlw ,2003 Audi S6 Wagon Avant quattro AWD 4dr Wagon (4.2L 8cyl 5A),Excellent Car!!!," The car has great power and stability.  Quattro handling is excellent in snow.  The flexibility of the transmission from full auto, sport auto to pseudo manual with paddle shifters is great.  I never think twice about power to maneuver.  I look forward to driving the car every time.  Also, the lower/wider stance keeps the car firmly gripping the road and gives it a great look.  It is the perfect blend between utility and sport.",4.875
464, on 03/05/07 13:27 PM (PST),maastrichtian ,2003 Audi S6 Wagon Avant quattro AWD 4dr Wagon (4.2L 8cyl 5A),This car is wonderful.," Recently purchased this car Audi CPO.  Drove it 1000 mi home - It was like a vacation.  This car is perfect. Everything from the dashboard lights to the advanced braking system work in perfect harmony.  Some notes: leather seats without alcantara insets are simply TOO slippery for spirited driving.  I spent a lot of my trip home planted to the door because I slipped out of my seat.  (Learned to offset that a little by stomping on the dead pedal.) Probably wouldn't be an issue for a wider person.  Yes, you get terrible mileage.  It IS worth it.  If you're doing mostly highway miles (like me), you're getting about 18 mpg, which isn't horrible.  City?  Hopefully you don't drive very many miles :)",4.625
465, on 12/06/03 00:00 AM (PST),expresso ,2003 Audi S6 Wagon Avant quattro AWD 4dr Wagon (4.2L 8cyl 5A),Audi S6  will spoil you for ever. Sorry!," bought the beautiful wagon for my wife's birthday after 6 volvos.J ust bought a 2nd S6 because its comfortable, classy, very fast, fun like Nascar, and now i can drive my own. just plane sweet meat; a treat for the feet and you won't get beat in the real racing seat. ""Best car I have ever had"" says the little woman. Very Reliable. Absolutely blow your kids hair and minds when you press the peddle on the way to school... but the cops think you're a little, albeit, cute wagon! Ha! Yeah, right! 340hp mama at 07:30 am don't need no starbucks to get a buzz. ",4.625
